S_No,Latitude,Longitude
765,9.797123,80.169811
766,9.702706,80.035738
767,9.717874,80.044369
768,9.730639,80.023753
769,9.785896,80.033541
770,9.809982,79.997195
771,9.77411,80.030198
772,6.798773,80.556473
773,7.138158,79.875122
774,9.674211,80.0111
775,9.686867,80.013906
776,9.691847,80.013722
777,9.680455,80.007836
778,9.681511,80.012972
779,9.705611,80.018043
780,9.695587,80.014096
781,9.698426,80.014757
782,9.670091,80.010207
783,8.652285,80.314652
784,8.646961,80.316057
785,8.633984,80.324637
786,8.632488,80.32634
787,8.620933,80.345506
788,8.606482,80.365664
789,8.600767,80.372366
790,9.762753,80.02979
791,7.296192,80.386736
792,7.299624,80.386354
793,7.317436,80.393942
794,7.317961,80.394367
795,7.313997,80.391497
796,7.3109,80.389147
797,7.309987,80.388654
798,7.304669,80.38713
799,9.717198,80.021865
800,7.79426,81.580572
801,7.819008,81.555882
802,7.78177,81.59557
803,7.802042,81.572959
804,7.783312,81.593404
805,7.718283,81.698654
806,7.714163,81.697536
807,7.718226,81.698583
808,7.776974,81.603986
809,7.743355,81.655625
810,7.778297,81.600557
811,7.819258,81.555473
812,7.784795,81.5915
813,7.759551,81.627486
814,7.715367,81.698424
815,7.799229,81.575683
816,7.796889,81.577925
817,7.919078,81.531458
818,7.907803,81.535245
819,7.78595,81.589743
820,7.813099,81.561797
821,7.778103,81.601475
822,7.532292,81.78792
823,7.757948,81.629584
824,7.720603,81.695285
825,7.791592,81.583184
826,7.728287,81.684728
827,7.782737,81.594347
828,7.531592,81.788233
829,7.775243,81.605955
830,7.135431,80.393495
831,7.267752,80.576521
832,7.3357,80.756171
833,7.29214,79.85226
834,7.32194,80.751393
835,7.317663,80.755982
836,7.328061,80.74398
837,7.316271,80.736007
838,7.284734,80.705383
839,7.281486,80.686498
840,7.280869,80.684179
841,7.28047,80.683604
842,7.279879,80.676228
843,7.206025,80.586977
844,7.206291,80.589608
845,7.007269,79.978904
846,5.949023,80.544382
847,5.946153,80.53013
848,5.947839,80.534837
849,5.938089,80.574087
850,5.928861,80.584706
851,5.933243,80.580609
852,5.928283,80.588507
853,5.941365,80.572226
854,7.077943,80.542858
855,6.410906,80.796196
856,6.886022,80.627999
857,7.111779,80.763293
858,6.872956,81.049138
859,7.116147,80.130625
860,7.119778,80.116788
861,7.135228,80.633402
862,7.048824,79.896852
863,7.299467,80.610267
864,8.358241,80.51083
865,6.405489,80.216744
866,7.724339,81.550644
867,7.678058,81.505706
868,6.876785,79.866239
869,6.822462,79.960801
870,7.65103,81.494889
871,7.164775,80.571112
872,6.880969,79.861837
873,6.901353,79.91977
874,7.033373,80.939823
875,6.689649,80.075963
876,7.095288,80.55567
877,7.09743,80.557403
878,7.163374,79.981216
879,6.046733,80.290027
880,6.883436,81.782132
881,6.884708,79.998972
882,6.896905,81.403504
883,6.905973,81.398228
884,6.914698,81.391047
885,6.929175,81.369144
886,5.997524,80.279307
887,6.001919,80.26007
888,6.906405,81.473366
889,9.824804,80.236607
890,6.903181,81.445461
891,7.268575,80.578693
892,7.268662,80.580506
893,8.112468,81.040454
894,8.086504,80.977299
895,7.098852,80.643888
896,7.588219,80.242214
897,7.588415,80.248972
898,7.079368,80.295792
899,7.070753,80.284279
900,7.376284,80.313662
901,7.131346,79.876929
902,7.053369,80.016703
903,6.949901,79.857468
904,6.903232,79.911706
905,7.432805,80.446402
906,7.287594,80.708986
907,7.177676,81.195714
908,6.628971,80.731755
909,7.876563,80.650834
910,6.833024,81.074673
911,6.833034,81.074287
912,6.106694,80.919772
913,6.268159,81.297333
914,6.268178,81.297703
915,6.270373,81.292572
916,6.014913,80.249229
917,5.974335,80.435709
918,5.97236,80.442741
919,7.405882,80.61091
920,7.402515,80.612867
921,7.412246,80.608031
922,7.416608,80.611765
923,7.41889,80.608406
924,7.424369,80.615507
925,7.42773,80.620036
926,7.437816,80.623689
927,7.440337,80.631967
928,7.431161,80.621031
929,7.433644,80.622077
930,7.451152,80.63095
931,7.462722,80.625835
932,7.454196,80.629635
933,7.459937,80.627921
934,7.46545,80.624052
935,7.467801,80.622768
936,7.237158,79.848502
937,7.782185,81.594895
938,7.656898,81.496242
939,7.727647,81.552656
940,7.688922,81.519276
941,7.279741,80.676671
942,7.666195,81.501278
943,6.940743,80.744064
944,6.959966,80.770872
945,6.953763,80.779542
946,6.960066,80.770478
947,7.869477,81.539462
948,7.864833,81.538572
949,7.875907,81.540901
950,7.877229,81.540745
951,6.940126,80.873514
952,6.926585,80.868252
953,6.938373,80.889575
954,6.937144,80.880431
955,6.942866,80.883805
956,6.938739,80.885626
957,6.927522,80.894995
958,6.922809,80.899691
959,6.949241,80.774107
960,6.942113,80.776851
961,6.934951,80.775088
962,6.924332,80.789459
963,6.865212,81.036301
964,6.032289,80.214832
965,6.893526,80.597858
966,6.927933,80.898414
967,6.901419,80.901933
968,6.901985,80.88793
969,6.896748,80.874914
970,6.893811,80.869258
971,6.893375,80.86541
972,6.906484,80.853592
973,6.905417,80.848639
974,6.90788,80.841102
975,6.916632,80.831453
976,6.928371,80.821319
977,6.933005,80.810501
978,6.935837,80.804086
979,6.943913,80.796371
980,6.947434,80.791033
981,6.952443,80.786848
982,6.962648,80.766697
983,6.967196,80.767567
984,7.252541,80.3772
985,6.942457,80.84025
986,8.044353,80.44522
987,6.955347,80.926487
988,7.090954,80.798575
989,6.934341,79.848617
990,6.85955,79.96575
991,6.861012,79.964605
992,6.778782,80.930275
993,6.79918,80.914907
994,7.281947,80.623199
995,7.284493,80.626779
996,7.279743,80.620012
997,7.288126,80.631586
998,7.293055,80.634632
999,7.267147,80.621898
1000,6.094321,80.136734
1001,5.943094,80.520007
1002,6.751109,81.306672
1003,7.443326,80.431156
1004,7.447879,80.426723
1005,7.806494,80.6108
1006,7.777524,80.585515
1007,7.623083,80.605978
1008,7.622258,80.606516
1009,7.221626,80.714019
1010,6.829112,79.965609
1011,7.685634,80.645272
1012,7.617103,80.673102
1013,7.606779,80.678557
1014,7.58459,80.670223
1015,7.26502,80.557957
1016,7.073841,80.016736
1017,7.07287,80.015895
1018,7.3355,80.299824
1019,7.068341,80.685363
1020,7.041604,80.706948
1021,7.080506,80.660331
1022,7.079014,80.663411
1023,7.929006,80.687598
1024,6.912993,79.858081
1025,6.910225,79.863573
1026,7.534476,80.893998
1027,7.425107,80.631814
1028,7.116893,80.122029
1029,7.112536,80.135907
1030,6.962676,79.894869
1031,6.903163,79.91183
1032,6.902895,79.912138
1033,7.405252,80.778144
1034,7.531706,80.759154
1035,7.523023,80.755038
1036,7.247265,80.650275
1037,7.261703,80.670401
1038,7.247579,80.658535
1039,7.950586,80.751365
1040,7.929725,80.687292
1041,8.211777,79.74051
1042,8.21346,79.724256
1043,7.286863,80.605542
1044,7.29063,80.607137
1045,6.121813,80.114399
1046,6.138973,80.121128
1047,6.138746,80.120302
1048,6.138589,80.117638
1049,6.578584,80.529151
1050,7.229903,79.988698
1051,6.907896,79.893295
1052,6.909722,79.888435
1053,6.911624,79.886629
1054,6.866497,79.945473
1055,6.940367,79.8655
1056,6.947431,79.861848
1057,6.942472,79.864485
1058,7.289845,80.631868
1059,6.923286,79.85194
1060,6.923203,79.851982
1061,6.947264,79.86963
1062,6.894316,79.85736
1063,6.925265,79.851912
1064,6.917503,79.854527
1065,6.916763,79.86323
1066,6.919395,79.860224
1067,6.910771,79.858804
1068,6.138902,80.690166
1069,7.071645,81.833888
1070,7.061113,81.834274
1071,7.031085,81.845036
1072,7.022552,81.847316
1073,6.992585,81.864388
1074,6.988666,81.864744
1075,7.040577,81.838389
1076,6.984221,81.863771
1077,6.865812,81.832818
1078,6.860776,81.832345
1079,7.06472,81.834199
1080,6.879765,81.828298
1081,6.87692,81.829461
1082,6.868643,81.832152
1083,7.098836,81.841649
1084,7.090815,81.82569
1085,7.083709,81.82651
1086,7.024581,81.846875
1087,5.959943,80.52892
1088,5.975942,80.51858
1089,5.972852,80.519474
1090,6.731959,81.099663
1091,6.922795,79.853335
1092,6.920952,79.856613
1093,6.922923,80.850902
1094,6.816209,81.04325
1095,6.78298,81.003295
1096,6.935367,79.854254
1097,6.991478,79.90943
1098,7.378978,81.626674
1099,6.031761,80.240074
1100,6.028181,80.243554
1101,5.989953,80.321166
1102,6.274676,81.264922
1103,6.124108,80.111056
1104,8.454313,81.263515
1105,7.194632,80.593376
1106,6.830213,81.051267
1107,6.260773,81.226571
1108,6.885381,80.001752
1109,6.884796,80.005289
1110,7.222874,79.847754
1111,6.032541,80.214827
1112,7.013575,80.229091
1113,7.018572,80.23663
1114,7.859269,81.107975
1115,6.00667,80.767767
1116,7.173777,79.887998
1117,7.178561,79.862153
1118,7.870971,80.650859
1119,6.786113,80.453721
1120,6.970762,80.79372
1121,6.625385,80.073297
1122,7.293373,80.624866
1123,7.22699,80.483427
1124,6.888557,81.045963
1125,7.076268,80.198351
1126,7.092935,81.051449
1127,7.137461,81.047922
1128,8.040382,80.755737
1129,8.039884,80.755278
1130,8.355227,81.007744
1131,8.367488,81.00381
1132,8.599451,81.218745
1133,9.130965,80.44585
1134,8.641045,80.669037
1135,9.707051,79.865505
1136,9.390792,80.408512
1137,7.837312,80.631174
1138,7.842056,80.632549
1139,7.876348,80.65112
1140,7.873321,80.650617
1141,8.327924,80.406748
1142,9.084659,79.820936
1143,8.64669,81.201963
1144,8.64695,81.201823
1145,8.651313,81.200893
1146,8.651086,81.201041
1147,8.654352,81.200332
1148,8.654604,81.200179
1149,8.65808,81.199544
